119	23
118	22
117	21
116	20
115	19
114	18
113	17
112	16
111	15
110	14
109	13
108	12
107	11
106	10
105	9
104	8
103	7
102	6
101	5
100	4
99	3
98	2
97	1
96	0
95	47
94	46
93	45
92	44
91	43
90	42
89	41
88	40
87	39
86	38
85	37
84	36
83	35
82	34
81	33
80	32
79	31
78	30
77	29
76	28
75	27
74	26
73	25
72	24
71	71
70	70
69	69
68	68
67	67
66	66
65	65
64	64
63	63
62	62
61	61
60	60
59	59
58	58
57	57
56	56
55	55
54	54
53	53
52	52
51	51
50	50
49	49
48	48
47	95
46	94
45	93
44	92
43	91
42	90
41	89
40	88
39	87
38	86
37	85
36	84
35	83
34	82
33	81
32	80
31	79
30	78
29	77
28	76
27	75
26	74
25	73
24	72
23	119
22	118
21	117
20	116
19	115
18	114
17	113
16	112
15	111
14	110
13	109
12	108
11	107
10	106
9	105
8	104
7	103
6	102
5	101
4	100
3	99
2	98
1	97
0	96
119	143
118	142
117	141
116	140
115	139
114	138
113	137
112	136
111	135
110	134
109	133
108	132
107	131
106	130
105	129
104	128
103	127
102	126
101	125
100	124
99	123
98	122
97	121
96	120
95	167
94	166
93	165
92	164
91	163
90	162
89	161
88	160
87	159
86	158
85	157
84	156
83	155
82	154
81	153
80	152
79	151
78	150
77	149
76	148
75	147
74	146
73	145
72	144
71	191
70	190
69	189
68	188
67	187
66	186
65	185
64	184
63	183
62	182
61	181
60	180
59	179
58	178
57	177
56	176
55	175
54	174
53	173
52	172
51	171
50	170
49	169
48	168
47	215
46	214
45	213
44	212
43	211
42	210
41	209
40	208
39	207
38	206
37	205
36	204
35	203
34	202
33	201
32	200
31	199
30	198
29	197
28	196
27	195
26	194
25	193
24	192
23	239
22	238
21	237
20	236
19	235
18	234
17	233
16	232
15	231
14	230
13	229
12	228
11	227
10	226
9	225
8	224
7	223
6	222
5	221
4	220
3	219
2	218
1	217
0	216
119	263
118	262
117	261
116	260
115	259
114	258
113	257
112	256
111	255
110	254
109	253
108	252
107	251
106	250
105	249
104	248
103	247
102	246
101	245
100	244
99	243
98	242
97	241
96	240
95	287
94	286
93	285
92	284
91	283
90	282
89	281
88	280
87	279
86	278
85	277
84	276
83	275
82	274
81	273
80	272
79	271
78	270
77	269
76	268
75	267
74	266
73	265
72	264
71	311
70	310
69	309
68	308
67	307
66	306
65	305
64	304
63	303
62	302
61	301
60	300
59	299
58	298
57	297
56	296
55	295
54	294
53	293
52	292
51	291
50	290
49	289
48	288
47	335
46	334
45	333
44	332
43	331
42	330
41	329
40	328
39	327
38	326
37	325
36	324
35	323
34	322
33	321
32	320
31	319
30	318
29	317
28	316
27	315
26	314
25	313
24	312
23	359
22	358
21	357
20	356
19	355
18	354
17	353
16	352
15	351
14	350
13	349
12	348
11	347
10	346
9	345
8	344
7	343
6	342
5	341
4	340
3	339
2	338
1	337
0	336
119	383
118	382
117	381
116	380
115	379
114	378
113	377
112	376
111	375
110	374
109	373
108	372
107	371
106	370
105	369
104	368
103	367
102	366
101	365
100	364
99	363
98	362
97	361
96	360
95	407
94	406
93	405
92	404
91	403
90	402
89	401
88	400
87	399
86	398
85	397
84	396
83	395
82	394
81	393
80	392
79	391
78	390
77	389
76	388
75	387
74	386
73	385
72	384
71	431
70	430
69	429
68	428
67	427
66	426
65	425
64	424
63	423
62	422
61	421
60	420
59	419
58	418
57	417
56	416
55	415
54	414
53	413
52	412
51	411
50	410
49	409
48	408
47	455
46	454
45	453
44	452
43	451
42	450
41	449
40	448
39	447
38	446
37	445
36	444
35	443
34	442
33	441
32	440
31	439
30	438
29	437
28	436
27	435
26	434
25	433
24	432
23	479
22	478
21	477
20	476
19	475
18	474
17	473
16	472
15	471
14	470
13	469
12	468
11	467
10	466
9	465
8	464
7	463
6	462
5	461
4	460
3	459
2	458
1	457
0	456
119	503
118	502
117	501
116	500
115	499
114	498
113	497
112	496
111	495
110	494
109	493
108	492
107	491
106	490
105	489
104	488
103	487
102	486
101	485
100	484
99	483
98	482
97	481
96	480
95	527
94	526
93	525
92	524
91	523
90	522
89	521
88	520
87	519
86	518
85	517
84	516
83	515
82	514
81	513
80	512
79	511
78	510
77	509
76	508
75	507
74	506
73	505
72	504
71	551
70	550
69	549
68	548
67	547
66	546
65	545
64	544
63	543
62	542
61	541
60	540
59	539
58	538
57	537
56	536
55	535
54	534
53	533
52	532
51	531
50	530
49	529
48	528
47	575
46	574
45	573
44	572
43	571
42	570
41	569
40	568
39	567
38	566
37	565
36	564
35	563
34	562
33	561
32	560
31	559
30	558
29	557
28	556
27	555
26	554
25	553
24	552
23	599
22	598
21	597
20	596
19	595
18	594
17	593
16	592
15	591
14	590
13	589
12	588
11	587
10	586
9	585
8	584
7	583
6	582
5	581
4	580
3	579
2	578
1	577
0	576
119	623
118	622
117	621
116	620
115	619
114	618
113	617
112	616
111	615
110	614
109	613
108	612
107	611
106	610
105	609
104	608
103	607
102	606
101	605
100	604
99	603
98	602
97	601
96	600
95	647
94	646
93	645
92	644
91	643
90	642
89	641
88	640
87	639
86	638
85	637
84	636
83	635
82	634
81	633
80	632
79	631
78	630
77	629
76	628
75	627
74	626
73	625
72	624
71	671
70	670
69	669
68	668
67	667
66	666
65	665
64	664
63	663
62	662
61	661
60	660
59	659
58	658
57	657
56	656
55	655
54	654
53	653
52	652
51	651
50	650
49	649
48	648
47	695
46	694
45	693
44	692
43	691
42	690
41	689
40	688
39	687
38	686
37	685
36	684
35	683
34	682
33	681
32	680
31	679
30	678
29	677
28	676
27	675
26	674
25	673
24	672
23	719
22	718
21	717
20	716
19	715
18	714
17	713
16	712
15	711
14	710
13	709
12	708
11	707
10	706
9	705
8	704
7	703
6	702
5	701
4	700
3	699
2	698
1	697
0	696
119	743
118	742
117	741
116	740
115	739
114	738
113	737
112	736
111	735
110	734
109	733
108	732
107	731
106	730
105	729
